Accession Number,Additional Notes,Alternate Term(s),Alternate Title,Artist,Brief Bio,Category,Class,Classification,Collected By,Collection Method,Collector Number,Common Name,Conservation,Creator,Credit Line,Cultural Region,Culture,Culture/Nationality,Date Collected,Date Made,Date Recorded,Definition,Description,Determined By,Diet Info,Division,Edition Number,Elevation,Family,Formation,Gender and Age,Genre/Form,Genus,Geologic Age,Habitat,Identification,Index/Track No.,Inscriptions and Colophons,Instrument,Kingdom,Lead Collector(s),Life History,Location,Materials,Materials Glossary,Materials and Techniques,Measurements,Microhabitat,Name,Nationality,Object Type,Order,Other Collector(s),Performer,Period,Phylum,Place Collected,Place Collected Details,Place Made,Place Recorded,Preparation Type,Preparation(s),Range,Recording Equipment,Scientific Name,Scientific Name Authority,Seasonality,Species,Specimen Name,Subclass,Suborder,Subspecies,Subspecies Authority,Superfamily,Term,Title,Type,Variety,Variety Authority,Website,image_url,url
2004.19.1.1.36,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1759,,,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.37) and it contains seven columns of regular script calligraph describing the regulations of a court vest (chaogua), the third style, for the empress dowager and empress. The text on this leaf continues from the attached leaf on the right side.",,,,,,,,,,,,,,,"無襞積 下幅八寶平水 領後垂明黃縧 其飾珠寶惟宜 緞紗單袷 各以其時 皇貴妃 皇太子妃皆同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.37]... [of the… 

													無襞積 下幅八寶平水 領後垂明黃縧 其飾珠寶惟宜 緞紗單袷 各以其時 皇貴妃 皇太子妃皆同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.37]... [of the vest] does not have pleats. At the bottom [of the vest] decorates with the design ""eight treasures and level waters"" [babao pingshui]. The back of the collar attaches a hanging with bright yellow ribbons adorned with pearls and gems as fitting. Satin, gauze, lined and unlined garments are worn according to the season. The court vest of the imperial consort and that of the imperial heir apparent's consort is the same.""
(Translated and transcribed by Lisa Claypool Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 103; Modified by Isabel Pi-fen Chueh)
On the reverse of the piece ""(31)"" is handwritten in pencil on the upper left corner.  Below the pencil number are two black ink markings. 
Read More +",,,,,,ink; silk; paper,,,sheet: 42.2 cm x 40.9 cm; image: 25.1 cm x 31.4 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Costumes from the Qianlong Court,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_036_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20244
2005.5.440,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk tapestry weave,"Tapestry Weave											
											 
												
												
													
														View Materials Glossary Details »",,,,,,yardage,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Blue Silk Tapestry Weave Uncut Platform Shoes for a Woman,,,,,,https://search.museums.ualberta.ca/21-19662
2005.5.547,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a goose, which represents the fourth rank of a civil official.
The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. This rank badge pair was decorated with counted stitch embroidery made from polychrome silk floss and metal-wrapped threads. In the center of the badge is a goose standing on rocks and surrounded by waves. The bird is looking toward a red sun at the upper left corner. Blue curvilinear clouds fill the background of the top of the badge, while interlinked ruyi clouds form a line underneath the waves. The bottom shows diagonal stripes, representing standing water, woven in two-toned metal-wrapped threads. The Eight Buddhist Treasures are scattered throughout, including the parasol, canopy, endless knot and lotus in the sky, and the vase, fish, conch, and wheel in the waves. The border of the badge features black embroidery with bats (which represent fortune) and longevity characters.",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; linen; silk; silk floss; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_547_002_re_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19769
2005.5.621.5,,,,unknown,,costume accessories,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,necklace and box,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Court Necklace and Box,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_005_s20-02v01.jpg,https://search.museums.ualberta.ca/21-21039
UADBG-B-16877,,,,,,,,,,,24397,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1640 m,,,,,,,"Picea-Abies-Betula dark conifer forest, about 430 years old with 80% canopy light, about 5% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,on moist humus,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, opposite Chinese plot 3",,,,,,,Thuidium delicatulum,(Hedw.) Schimp.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179841
2005.5.89,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,yellow silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 203 cm x 30 cm,,,,banner,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Yellow Silk Banner,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19311
2005.5.381.1,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 110.6 cm x 8.9 cm,,,,sleeve band,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Sleeve Band,,,,,,https://search.museums.ualberta.ca/21-20846
2005.5.384.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"One embroidered silk sleeve band attached to a piece of grey cardboard with collector's tag. Each sleeve band is embroidered with peonies and butterflies in a ""three-blue"" style, which takes inspiration from monochromatic Chinese ink paintings. This tone-on-tone embroidery style was popular during the Qing Dynasty (1644-1911) and the delicate satin stitches are meant to recreate the gradient of ink painting. Sleeve bands are the wide decorated cuffs attached to women's robes and jackets.",,,,,,,,,,,,,,,,,,,,,cotton; ink; silk; silk floss; muslin; embroidery; adhesive; cardboard,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 101.4 cm x 9.2 cm,,,,sleeve band,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Sleeve Band,,,,,,https://search.museums.ualberta.ca/21-20848
2005.5.381.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 110.5 cm x 8.9 cm,,,,sleeve band,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Sleeve Band,,,,,,https://search.museums.ualberta.ca/21-20845
2004.19.38.9,,,,Ren Yi,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"The painting is associated with the poem (2004.19.38.8).This ink and color painting depicts two figures, likely a scholar and his young attendant or student, gazing upon a towering rock amid a mountain landscape. The man grips a calligraphy brush in his right hand, poised to inscribe a proclamation on the rock. The towering cliffs contrast to the small scale of the figures, emphasizing the vastness of nature. 
The inscription on the right states, “Written by Ren Yi, also known as Ren Bonian from Shanyin, in his residence at the sea [山陰伯年任頤寫於海上庽齋東牕下并记]”, and the red seal belongs to Ren Yi.",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Figures,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_009_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20408
2005.5.284,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk cut velvet,,,,,,,chair covers and table frontal,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Three Red Cut Velvet Chair Covers and Matching Table Frontal,,,,,,https://search.museums.ualberta.ca/21-19506
2010.20.1.3.1,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 13, Chapter 32-33. Tianzhang [Imperial essays]. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_003_001_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23691
2013.12.2,,,,"Wang, Lianmin",,,,,,,,,,,Gift of the artist,,,Chinese,,2010,,,,,,,24/25,,,,,,,,,,,,,,,,Print Study Centre,ink on paper,,,sheet: 60.5 cm x 49 cm; image: 40 cm x 27.7 cm,,,,print,,,,,,,,,,,,,,,,,,,,,,,,,Flowers of Evil 18,,,,,,https://search.museums.ualberta.ca/11-24532
2005.5.334,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,red silk damask embroidered with silk and metal-wrapped threads and edged with dark blue silk satin,"Damask; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 120.5 cm x 100.8 cm,,,,skirt,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Red Silk Damask Skirt for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_334_re_d01_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19556
2005.5.621.5.1,,,,unknown,,costume accessories,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace.",,,,,,,,,,,,,,,,,,,,,brass; silk; jade; coral,,,overall: 71 cm,,,,necklace,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Court Necklace,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_005_001_re_s20-02v01.jpg,https://search.museums.ualberta.ca/21-21040
2009.8.11.2,,,,unknown,,textiles,,,,,,,,,Gift of Jean Small,,Chinese,,,1900-1920,,,,,,,,,,,,,,,,,,,,,,,,"white silk satin embroidered with silk and metal-wrapped threads, trimmed with fur",embroidery; Chinese; puppet; costume; dragon,,overall: 57.5 cm x 29 cm x 1.4 cm,,,,bib,,,,,,,,China,,,,,,,,,,,,,,,,,Bib for front of Puppet Costume,,,,,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_008_011_002s01v01.jpg,https://search.museums.ualberta.ca/21-22845
2005.5.265,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,yellow silk twill embroidered with silk and metal-wrapped threads and edged with fur,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 107 cm x 77.5 cm; neck to hem: 107 cm; cuff to cuff: x 77.5 cm,,,,costume,,,,Qing 19th century,,,,Bhutan,,,,,,,,,,,,,,,,,Imperial Yellow Silk Bhutanese Court Costume,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_265_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19487
2004.19.1.1.1,,,,"Huang Dao; Men Yingzhao; Jiang Renshu, and others",,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1759,,,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This single detached album leaf depicts seven columns of regular script calligraphy describing regulations for a summer court skirt worn by the Empress Dowager and Empress.",,,,,,,,,,,,,,,"皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager… 

													皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress; In accordance with the decree of the present dynasty: the summer court skirt for the Empress Dowager and the Empress has bands of gold embroidery, satin, and gauze, each appropriate to the season; everything else is like the winter skirt""  (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 105)
On the reverse of the piece ""(67)"" is written in pencil at the top left corner.  Below the pencil number is a black ink marking composed of three short vertical lines and three short horizontal lines. 
Read More +",,,,,,ink; silk; paper,,,sheet: 42.2 cm x 40.8 cm; image: 33.7 cm x 31.1 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Costumes from the Qianlong Court,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_001_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20145
2004.19.38.25,,,,Ren Yi,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"The painting is associated with the poem (2004.19.38.24). It shows a man walking barefoot beside a dark-colored donkey. He carries a bundle on his back, wrapped in cloth and securely tied. The load is so heavy that he is bent over. His attire is simple and loose-fitting, suggesting that he is a laborer from a lower class. The horse, moving ahead of the man, is slightly turned to the side with its head lowered, either grazing or resting.
On the right side, Ren Yi wrote “the Seal of Bonian [伯年 印]” along with his red personal seal.",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Figures,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_025_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20424
